retweet_count,favorite_count,verified,botScore,Number of caps ratio,Number of Exclamations,Fake or Not
4,2,0,0.62,0.19791666666666666,0,0
21,3,0,0.62,0.17073170731707318,0,0
27,2,0,0.62,0.1320754716981132,0,0
4,1,0,0.62,0.1728395061728395,0,0
6,1,0,0.62,0.11016949152542373,0,0
12,1,0,0.62,0.12871287128712872,0,0
9,0,0,0.62,0.16304347826086957,0,0
7,3,0,0.62,0.1836734693877551,0,0
16,1,0,0.62,0.15789473684210525,0,0
9,2,0,0.62,0.12149532710280374,0,0
11,1,0,0.62,0.09558823529411764,0,0
7,0,0,0.62,0.13725490196078433,0,0
93,21,0,0.62,0.12598425196850394,0,0
24,3,0,0.62,0.13131313131313133,0,0
9,0,0,0.62,0.11650485436893204,0,0
7,1,0,0.62,0.1282051282051282,0,0
18,1,0,0.62,0.11475409836065574,0,0
19,5,0,0.62,0.14705882352941177,0,0
15,2,0,0.62,0.12195121951219512,1,0
7,3,0,0.62,0.13675213675213677,0,0
26,3,0,0.62,0.12173913043478261,0,0
31,4,0,0.62,0.1134020618556701,0,0
18,1,0,0.62,0.12295081967213115,0,0
33,7,0,0.62,0.08396946564885496,0,0
12,3,0,0.62,0.14912280701754385,0,0
8,2,0,0.62,0.17307692307692307,0,0
10,0,0,0.62,0.14655172413793102,0,0
5,1,0,0.62,0.1839080459770115,0,0
95,12,0,0.62,0.18421052631578946,0,0
18,2,0,0.62,0.1037037037037037,0,0
5,1,0,0.62,0.13513513513513514,0,0
1,3,0,0.62,0.17045454545454544,0,0
18,4,0,0.62,0.16455696202531644,0,0
14,3,0,0.62,0.189873417721519,0,0
3,3,0,0.62,0.08088235294117647,0,0
15,0,0,0.62,0.14432989690721648,0,0
17,4,0,0.62,0.0967741935483871,0,0
5,0,0,0.62,0.13333333333333333,0,0
7,0,0,0.62,0.13513513513513514,0,0
8,0,0,0.62,0.12727272727272726,0,0
6,0,0,0.62,0.0967741935483871,0,0
5,1,0,0.62,0.15315315315315314,0,0
12,0,0,0.62,0.13157894736842105,0,0
2,0,0,0.62,0.1415929203539823,0,0
28,3,0,0.62,0.1171875,0,0
3,1,0,0.62,0.14414414414414414,0,0
3,0,0,0.62,0.1076923076923077,0,0
6,0,0,0.62,0.11904761904761904,0,0
5,1,0,0.62,0.13636363636363635,0,0
8,2,0,0.62,0.14893617021276595,0,0
10,3,0,0.62,0.11009174311926606,0,0
7,1,0,0.62,0.1282051282051282,0,0
9,0,0,0.62,0.14285714285714285,0,0
7,1,0,0.62,0.1346153846153846,0,0
11,0,0,0.62,0.10810810810810811,0,0
11,2,0,0.62,0.1553398058252427,0,0
10,1,0,0.62,0.16470588235294117,0,0
22,3,0,0.62,0.14285714285714285,0,0
0,0,0,0.62,0.13274336283185842,0,0
10,0,0,0.62,0.0948905109489051,0,0
15,1,0,0.62,0.12380952380952381,0,0
9,2,0,0.62,0.12,0,0
19,2,0,0.62,0.12030075187969924,0,0
11,12,0,0.62,0.1440677966101695,0,0
6,1,0,0.62,0.1111111111111111,0,0
13,1,0,0.62,0.13934426229508196,0,0
34,3,0,0.62,0.25925925925925924,0,0
9,0,0,0.62,0.1744186046511628,0,0
15,3,0,0.62,0.12121212121212122,0,0
13,2,0,0.62,0.11538461538461539,0,0
28,7,0,0.62,0.11864406779661017,0,0
7,1,0,0.62,0.13709677419354838,0,0
9,0,0,0.62,0.13592233009708737,0,0
18,0,0,0.62,0.10714285714285714,0,0
5,2,0,0.62,0.13131313131313133,0,0
11,2,0,0.62,0.10852713178294573,0,0
6,1,0,0.62,0.1111111111111111,0,0
11,0,0,0.62,0.09821428571428571,0,0
9,2,0,0.62,0.11504424778761062,0,0
6,1,0,0.62,0.1485148514851485,0,0
16,1,0,0.62,0.10569105691056911,0,0
8,1,0,0.62,0.08888888888888889,0,0
30,3,0,0.62,0.08759124087591241,0,0
6,1,0,0.62,0.07194244604316546,0,0
5,2,0,0.62,0.14705882352941177,0,0
7,2,0,0.62,0.13829787234042554,0,0
10,2,0,0.62,0.11382113821138211,0,0
9,1,0,0.62,0.12643678160919541,0,0
11,1,0,0.62,0.2077922077922078,0,0
5,3,0,0.62,0.12173913043478261,0,0
4,1,0,0.62,0.13559322033898305,0,0
16,7,0,0.62,0.09836065573770492,0,0
15,1,0,0.62,0.1326530612244898,0,0
6,1,0,0.62,0.11926605504587157,0,0
17,4,0,0.62,0.10317460317460317,0,0
2,0,0,0.62,0.17894736842105263,0,0
8,1,0,0.62,0.15,0,0
18,3,0,0.62,0.12,0,0
22,6,0,0.62,0.16091954022988506,0,0
15,2,0,0.62,0.11009174311926606,0,0
9,0,0,0.62,0.07936507936507936,0,0
16,4,0,0.62,0.14432989690721648,0,0
12,1,0,0.62,0.1206896551724138,0,0
20,6,0,0.62,0.16666666666666666,0,0
35,4,0,0.62,0.1262135922330097,0,0
2,0,0,0.62,0.11650485436893204,0,0
12,4,0,0.62,0.10891089108910891,0,0
14,0,0,0.62,0.08661417322834646,0,0
13,1,0,0.62,0.13157894736842105,0,0
9,0,0,0.62,0.12,0,0
11,4,0,0.62,0.13829787234042554,0,0
1,0,0,0.62,0.14035087719298245,0,0
4,0,0,0.62,0.12222222222222222,0,0
19,2,0,0.62,0.12264150943396226,0,0
10,3,0,0.62,0.088,0,0
9,1,0,0.62,0.11214953271028037,0,0
0,0,0,0.62,0.14102564102564102,0,0
9,0,0,0.62,0.12371134020618557,0,0
23,1,0,0.62,0.19402985074626866,0,0
8,4,0,0.62,0.11864406779661017,0,0
48,5,0,0.62,0.09375,0,0
5,2,0,0.62,0.13253012048192772,0,0
5,1,0,0.62,0.11818181818181818,0,0
16,2,0,0.62,0.0990990990990991,0,0
4,1,0,0.62,0.08943089430894309,0,0
4,1,0,0.62,0.1111111111111111,0,0
0,0,0,0.62,0.0625,1,0
4,2,0,0.62,0.1111111111111111,0,0
11,0,0,0.62,0.11009174311926606,0,0
7,2,0,0.62,0.35185185185185186,0,0
1,1,0,0.62,0.18823529411764706,0,0
4,1,0,0.62,0.14583333333333334,0,0
4,1,0,0.62,0.10714285714285714,0,0
1,1,0,0.62,0.09523809523809523,0,0
4,0,0,0.62,0.14432989690721648,0,0
7,2,0,0.62,0.125,0,0
10,0,0,0.62,0.13445378151260504,0,0
10,2,0,0.62,0.11578947368421053,0,0
7,2,0,0.62,0.16483516483516483,0,0
11,0,0,0.62,0.13402061855670103,0,0
2,1,0,0.62,0.12244897959183673,0,0
3,3,0,0.62,0.15841584158415842,0,0
6,1,0,0.62,0.11864406779661017,0,0
13,2,0,0.62,0.125,0,0
23,1,0,0.62,0.13,0,0
2,0,0,0.62,0.10084033613445378,0,0
6,2,0,0.62,0.10909090909090909,0,0
2,0,0,0.62,0.11965811965811966,0,0
1,0,0,0.62,0.028169014084507043,0,0
2,0,0,0.62,0.10236220472440945,0,0
2,1,0,0.62,0.09230769230769231,0,0
8,0,0,0.62,0.08461538461538462,0,0
9,2,0,0.62,0.10377358490566038,1,0
8,3,0,0.62,0.1016949152542373,0,0
5,1,0,0.62,0.1875,0,0
2,0,0,0.62,0.11607142857142858,0,0
2,0,0,0.62,0.11666666666666667,0,0
11,2,0,0.62,0.12727272727272726,0,0
5,1,0,0.62,0.11764705882352941,0,0
0,1,0,0.62,0.1044776119402985,0,0
1,0,0,0.62,0.1320754716981132,0,0
1,0,0,0.62,0.08571428571428572,0,0
0,0,0,0.62,0.14173228346456693,0,0
2,1,0,0.62,0.12173913043478261,0,0
0,0,0,0.62,0.10569105691056911,0,0
1,0,0,0.62,0.12295081967213115,0,0
1,0,0,0.62,0.096,0,0
0,0,0,0.62,0.09420289855072464,0,0
0,0,0,0.62,0.1111111111111111,0,0
0,0,0,0.62,0.09302325581395349,0,0
4,0,0,0.62,0.10317460317460317,0,0
0,0,0,0.62,0.14049586776859505,0,0
5,1,0,0.62,0.10071942446043165,0,0
6,0,0,0.62,0.18518518518518517,0,0
0,0,0,0.62,0.07407407407407407,0,0
1,0,0,0.62,0.13725490196078433,0,0
3,0,0,0.62,0.1111111111111111,0,0
9,1,0,0.62,0.1016949152542373,0,0
1,0,0,0.62,0.104,0,0
1,0,0,0.62,0.12359550561797752,0,0
1,0,0,0.62,0.16326530612244897,0,0
1,0,0,0.62,0.08870967741935484,0,0
1,0,0,0.62,0.1417910447761194,2,0
1,0,0,0.62,0.08527131782945736,0,0
0,0,0,0.62,0.07751937984496124,0,0
0,0,0,0.62,0.07913669064748201,0,0
1,0,0,0.62,0.11504424778761062,0,0
