retweet_count,favorite_count,verified,botScore,Number of caps ratio,Number of Exclamations,Fake or Not
40,47,0,0.43,0.1,0,0
25,55,0,0.43,0.05357142857142857,0,0
30,32,0,0.43,0.03529411764705882,0,0
22,38,0,0.43,0.08641975308641975,0,0
20,38,0,0.43,0.024390243902439025,0,0
7,16,0,0.43,0.06896551724137931,0,0
16,14,0,0.43,0.07017543859649122,0,0
42,59,0,0.43,0.06329113924050633,0,0
1454,0,0,0.43,0.13380281690140844,0,0
10,27,0,0.43,0.034482758620689655,0,0
10,31,0,0.43,0.053763440860215055,0,0
10,24,0,0.43,0.13559322033898305,0,0
24,41,0,0.43,0.10666666666666667,0,0
12,14,0,0.43,0.06779661016949153,0,0
13,23,0,0.43,0.08823529411764706,0,0
16,22,0,0.43,0.13725490196078433,0,0
15,28,0,0.43,0.14285714285714285,0,0
20,22,0,0.43,0.05660377358490566,0,0
16,10,0,0.43,0.07142857142857142,0,0
17,14,0,0.43,0.05128205128205128,0,0
9,11,0,0.43,0.022222222222222223,0,0
7,11,0,0.43,0.07692307692307693,0,0
17,21,0,0.43,0.0625,0,0
4,9,0,0.43,0.07317073170731707,0,0
11,16,0,0.43,0.07407407407407407,0,0
37,32,0,0.43,0.06666666666666667,0,0
10,5,0,0.43,0.08888888888888889,0,0
9,11,0,0.43,0.023255813953488372,0,0
15,17,0,0.43,0.05128205128205128,0,0
10,10,0,0.43,0.06666666666666667,0,0
11,8,0,0.43,0.08571428571428572,0,0
5,12,0,0.43,0.06153846153846154,0,0
16,36,0,0.43,0.08928571428571429,0,0
10,23,0,0.43,0.08571428571428572,0,0
12,14,0,0.43,0.018691588785046728,0,0
50,63,0,0.43,0.04938271604938271,0,0
10,7,0,0.43,0.0379746835443038,0,0
21,21,0,0.43,0.045454545454545456,0,0
47,51,0,0.43,0.058823529411764705,0,0
6,19,0,0.43,0.05084745762711865,0,0
4,14,0,0.43,0.0759493670886076,0,0
24,18,0,0.43,0.05454545454545454,0,0
10,14,0,0.43,0.022556390977443608,0,0
10,8,0,0.43,0.024096385542168676,0,0
23,41,0,0.43,0.03333333333333333,0,0
8,20,0,0.43,0.041666666666666664,0,0
9,22,0,0.43,0.031578947368421054,0,0
8,8,0,0.43,0.01818181818181818,0,0
54,19,0,0.43,0.03571428571428571,0,0
30,39,0,0.43,0.07407407407407407,0,0
19,21,0,0.43,0.053763440860215055,0,0
16,21,0,0.43,0.06,0,0
23,31,0,0.43,0.09876543209876543,0,0
15,24,0,0.43,0.043010752688172046,0,0
11,13,0,0.43,0.05555555555555555,0,0
57,39,0,0.43,0.04081632653061224,0,0
53,79,0,0.43,0.07692307692307693,0,0
7,12,0,0.43,0.05128205128205128,0,0
8,11,0,0.43,0.06779661016949153,0,0
5,15,0,0.43,0.028846153846153848,0,0
14,15,0,0.43,0.046511627906976744,0,0
17,6,0,0.43,0.03389830508474576,0,0
29,32,0,0.43,0.025,0,0
12,17,0,0.43,0.09259259259259259,0,0
12,10,0,0.43,0.06896551724137931,0,0
7,11,0,0.43,0.09523809523809523,0,0
22,22,0,0.43,0.07692307692307693,0,0
7,8,0,0.43,0.06451612903225806,0,0
25,33,0,0.43,0.04819277108433735,0,0
15,19,0,0.43,0.1282051282051282,0,0
7,10,0,0.43,0.08620689655172414,0,0
23,28,0,0.43,0.06756756756756757,0,0
10,12,0,0.43,0.06557377049180328,0,0
12,10,0,0.43,0.03614457831325301,0,0
5,6,0,0.43,0.03,0,0
43,31,0,0.43,0.027777777777777776,0,0
10,19,0,0.43,0.030303030303030304,0,0
11,13,0,0.43,0.058823529411764705,0,0
25,22,0,0.43,0.034482758620689655,0,0
21,36,0,0.43,0.0425531914893617,0,0
23,38,0,0.43,0.07017543859649122,0,0
16,26,0,0.43,0.04054054054054054,0,0
5,7,0,0.43,0.044444444444444446,0,0
8,21,0,0.43,0.043478260869565216,0,0
24,26,0,0.43,0.023255813953488372,0,0
7,17,0,0.43,0.05357142857142857,0,0
50,43,0,0.43,0.023809523809523808,0,0
8,10,0,0.43,0.10869565217391304,0,0
5,5,0,0.43,0.057971014492753624,0,0
5,9,0,0.43,0.038461538461538464,0,0
15,14,0,0.43,0.03896103896103896,0,0
18,16,0,0.43,0.04878048780487805,0,0
14,12,0,0.43,0.013513513513513514,0,0
17,24,0,0.43,0.05555555555555555,0,0
11,18,0,0.43,0.03488372093023256,0,0
45,48,0,0.43,0.13043478260869565,0,0
12,16,0,0.43,0.05128205128205128,0,0
41,42,0,0.43,0.09433962264150944,0,0
35,43,0,0.43,0.06666666666666667,0,0
16,15,0,0.43,0.0625,0,0
12,6,0,0.43,0.05319148936170213,0,0
28,25,0,0.43,0.04081632653061224,0,0
7,19,0,0.43,0.13333333333333333,0,0
4,6,0,0.43,0.125,0,0
57,50,0,0.43,0.07352941176470588,0,0
36,43,0,0.43,0.015748031496062992,0,0
6,6,0,0.43,0.07692307692307693,0,0
13,15,0,0.43,0.10526315789473684,0,0
7,16,0,0.43,0.06779661016949153,0,0
14,29,0,0.43,0.08,0,0
10,20,0,0.43,0.023255813953488372,0,0
16,23,0,0.43,0.07894736842105263,0,0
12,19,0,0.43,0.0625,0,0
20,38,0,0.43,0.022222222222222223,0,0
18,25,0,0.43,0.024096385542168676,0,0
3,4,0,0.43,0.07142857142857142,0,0
3,4,0,0.43,0.09259259259259259,0,0
19,25,0,0.43,0.038461538461538464,0,0
14,23,0,0.43,0.05102040816326531,0,0
8,19,0,0.43,0.1111111111111111,0,0
4,12,0,0.43,0.05333333333333334,0,0
68,47,0,0.43,0.07339449541284404,0,0
13,17,0,0.43,0.05555555555555555,0,0
15,31,0,0.43,0.023809523809523808,0,0
21,26,0,0.43,0.03571428571428571,0,0
34,0,0,0.43,0.49295774647887325,0,0
9,11,0,0.43,0.04,0,0
10,8,0,0.43,0.0449438202247191,1,0
4,8,0,0.43,0.018691588785046728,0,0
10,16,0,0.43,0.075,1,0
27,38,0,0.43,0.03305785123966942,0,0
5,10,0,0.43,0.05357142857142857,0,0
5,10,0,0.43,0.1,0,0
6,11,0,0.43,0.07692307692307693,0,0
10,23,0,0.43,0.08450704225352113,0,0
5,11,0,0.43,0.04878048780487805,0,0
8,5,0,0.43,0.05,0,0
20,19,0,0.43,0.021897810218978103,0,0
26,31,0,0.43,0.12698412698412698,0,0
5,17,0,0.43,0.05555555555555555,0,0
7,10,0,0.43,0.06422018348623854,0,0
11,11,0,0.43,0.05263157894736842,0,0
11,19,0,0.43,0.07692307692307693,0,0
21,33,0,0.43,0.0392156862745098,0,0
8,7,0,0.43,0.08888888888888889,0,0
8,20,0,0.43,0.10909090909090909,0,0
19,28,0,0.43,0.05172413793103448,0,0
9,13,0,0.43,0.07142857142857142,0,0
12,12,0,0.43,0.09523809523809523,0,0
11,9,0,0.43,0.05970149253731343,0,0
986,0,0,0.43,0.05309734513274336,0,0
20,23,0,0.43,0.07246376811594203,0,0
52,44,0,0.43,0.1,0,0
59,72,0,0.43,0.08695652173913043,0,0
6,15,0,0.43,0.11320754716981132,0,0
3,4,0,0.43,0.04477611940298507,0,0
16,23,0,0.43,0.06306306306306306,0,0
8,9,0,0.43,0.05405405405405406,0,0
19,28,0,0.43,0.02564102564102564,0,0
8,12,0,0.43,0.06779661016949153,0,0
4,3,0,0.43,0.13043478260869565,0,0
46,87,0,0.43,0.043478260869565216,0,0
49,54,0,0.43,0.13953488372093023,0,0
13,23,0,0.43,0.058823529411764705,0,0
30,31,0,0.43,0.12903225806451613,0,0
3,2,0,0.43,0.041666666666666664,0,0
21,15,0,0.43,0.10869565217391304,0,0
17,28,0,0.43,0.03508771929824561,0,0
19,14,0,0.43,0.125,0,0
4,4,0,0.43,0.06818181818181818,0,0
16,21,0,0.43,0.05357142857142857,0,0
11,27,0,0.43,0.08333333333333333,0,0
14,11,0,0.43,0.10679611650485436,0,0
11,5,0,0.43,0.06172839506172839,0,0
12,16,0,0.43,0.05333333333333334,0,0
47,61,0,0.43,0.06796116504854369,0,0
17,15,0,0.43,0.1,0,0
37,29,0,0.43,0.08108108108108109,0,0
28,34,0,0.43,0.09375,0,0
10,7,0,0.43,0.0975609756097561,0,0
11,21,0,0.43,0.09090909090909091,0,0
28,30,0,0.43,0.18181818181818182,0,0
15,22,0,0.43,0.10714285714285714,0,0
9,17,0,0.43,0.06,0,0
2,3,0,0.43,0.07142857142857142,0,0
55,66,0,0.43,0.09259259259259259,0,0
32,28,0,0.43,0.047058823529411764,0,0
6,5,0,0.43,0.0547945205479452,0,0
4,10,0,0.43,0.09259259259259259,0,0
5,24,0,0.43,0.041666666666666664,0,0
29,39,0,0.43,0.04477611940298507,0,0
14,11,0,0.43,0.037037037037037035,0,0
17,22,0,0.43,0.06666666666666667,0,0
19,18,0,0.43,0.05357142857142857,0,0
9,22,0,0.43,0.03636363636363636,0,0
13,11,0,0.43,0.034482758620689655,0,0
13,25,0,0.43,0.025,0,0
11,14,0,0.43,0.06557377049180328,0,0
22,20,0,0.43,0.05454545454545454,0,0
16,29,0,0.43,0.07142857142857142,0,0
8,8,0,0.43,0.06451612903225806,0,0
135,196,0,0.43,0.04,0,0
70,59,0,0.43,0.043478260869565216,0,0
5,8,0,0.43,0.06060606060606061,0,0
30,27,0,0.43,0.04,0,0
7,8,0,0.43,0.06451612903225806,0,0
52,56,0,0.43,0.08108108108108109,0,0
6,2,0,0.43,0.04,0,0
35,45,0,0.43,0.04878048780487805,0,0
23,18,0,0.43,0.08928571428571429,0,0
13,16,0,0.43,0.053763440860215055,0,0
8,7,0,0.43,0.057692307692307696,0,0
7,12,0,0.43,0.01098901098901099,0,0
14,7,0,0.43,0.07352941176470588,0,0
11,6,0,0.43,0.08888888888888889,0,0
20,18,0,0.43,0.06666666666666667,0,0
7,15,0,0.43,0.041666666666666664,0,0
36,27,0,0.43,0.058823529411764705,0,0
7,13,0,0.43,0.03773584905660377,0,0
13,15,0,0.43,0.10869565217391304,0,0
5,2,0,0.43,0.014598540145985401,0,0
3,5,0,0.43,0.05714285714285714,0,0
30,27,0,0.43,0.03614457831325301,0,0
16,21,0,0.43,0.045454545454545456,0,0
21,21,0,0.43,0.01020408163265306,0,0
15,17,0,0.43,0.075,0,0
15,17,0,0.43,0.05555555555555555,0,0
30,40,0,0.43,0.06060606060606061,0,0
55,62,0,0.43,0.07142857142857142,0,0
33,25,0,0.43,0.08333333333333333,0,0
21,25,0,0.43,0.027777777777777776,0,0
51,54,0,0.43,0.04819277108433735,0,0
4,7,0,0.43,0.05454545454545454,0,0
42,69,0,0.43,0.12727272727272726,0,0
12,15,0,0.43,0.007575757575757576,0,0
11,7,0,0.43,0.038461538461538464,0,0
5,3,0,0.43,0.11267605633802817,0,0
44,60,0,0.43,0.0273972602739726,0,0
14,9,0,0.43,0.07692307692307693,0,0
28,35,0,0.43,0.03896103896103896,0,0
8,11,0,0.43,0.07575757575757576,0,0
15,11,0,0.43,0.046511627906976744,0,0
121,143,0,0.43,0.09375,0,0
70,79,0,0.43,0.0759493670886076,0,0
34,22,0,0.43,0.0945945945945946,0,0
32,42,0,0.43,0.02727272727272727,0,0
74,57,0,0.43,0.09523809523809523,0,0
16,16,0,0.43,0.08620689655172414,0,0
4,3,0,0.43,0.044444444444444446,0,0
6,5,0,0.43,0.1,0,0
14,11,0,0.43,0.061224489795918366,0,0
151,0,0,0.43,0.18627450980392157,0,0
11,9,0,0.43,0.04,0,0
19,29,0,0.43,0.0392156862745098,0,0
11,10,0,0.43,0.09302325581395349,0,0
24,34,0,0.43,0.08695652173913043,0,0
13,13,0,0.43,0.08108108108108109,0,0
14,32,0,0.43,0.017391304347826087,0,0
8,12,0,0.43,0.023809523809523808,0,0
38,23,0,0.43,0.07407407407407407,0,0
14,24,0,0.43,0.03333333333333333,0,0
35,48,0,0.43,0.017543859649122806,0,0
13,16,0,0.43,0.038461538461538464,0,0
20,18,0,0.43,0.0392156862745098,0,0
4,8,0,0.43,0.0375,0,0
17,8,0,0.43,0.0392156862745098,0,0
14,8,0,0.43,0.043478260869565216,0,0
13,10,0,0.43,0.08,0,0
15,13,0,0.43,0.04,0,0
20,22,0,0.43,0.04411764705882353,0,0
6,9,0,0.43,0.029850746268656716,0,0
16,11,0,0.43,0.04878048780487805,0,0
12,9,0,0.43,0.04081632653061224,1,0
27,26,0,0.43,0.09836065573770492,0,0
14,17,0,0.43,0.10526315789473684,0,0
19,30,0,0.43,0.07142857142857142,0,0
22,28,0,0.43,0.008064516129032258,0,0
20,22,0,0.43,0.0273972602739726,0,0
10,16,0,0.43,0.04838709677419355,0,0
10,14,0,0.43,0.03225806451612903,0,0
6,7,0,0.43,0.017857142857142856,0,0
25,23,0,0.43,0.06818181818181818,0,0
13,6,0,0.43,0.09230769230769231,0,0
40,34,0,0.43,0.15151515151515152,0,0
13,13,0,0.43,0.11392405063291139,0,0
18,16,0,0.43,0.07142857142857142,0,0
20,6,0,0.43,0.07407407407407407,0,0
6,5,0,0.43,0.06349206349206349,0,0
24,32,0,0.43,0.06493506493506493,0,0
7,11,0,0.43,0.03389830508474576,0,0
18,11,0,0.43,0.05063291139240506,0,0
16,14,0,0.43,0.05263157894736842,0,0
4,1,0,0.43,0.05555555555555555,0,0
16,13,0,0.43,0.041666666666666664,0,0
36,54,0,0.43,0.05357142857142857,0,0
9,10,0,0.43,0.12,0,0
8,8,0,0.43,0.08620689655172414,0,0
18,12,0,0.43,0.020833333333333332,0,0
22,19,0,0.43,0.031746031746031744,0,0
37,24,0,0.43,0.045454545454545456,0,0
27,20,0,0.43,0.06976744186046512,0,0
6,12,0,0.43,0.0975609756097561,0,0
10,13,0,0.43,0.12,0,0
19,10,0,0.43,0.029850746268656716,0,0
26,19,0,0.43,0.10256410256410256,0,0
31,26,0,0.43,0.047619047619047616,0,0
11,16,0,0.43,0.039473684210526314,0,0
7,6,0,0.43,0.07142857142857142,0,0
12,17,0,0.43,0.05,0,0
5,2,0,0.43,0.11764705882352941,0,0
17,17,0,0.43,0.08955223880597014,0,0
14,21,0,0.43,0.06896551724137931,0,0
10,14,0,0.43,0.057971014492753624,0,0
17,16,0,0.43,0.09375,0,0
10,16,0,0.43,0.25,0,0
18,12,0,0.43,0.1111111111111111,0,0
19,13,0,0.43,0.10126582278481013,0,0
15,13,0,0.43,0.11428571428571428,0,0
18,17,0,0.43,0.05714285714285714,0,0
16,15,0,0.43,0.03409090909090909,0,0
9,10,0,0.43,0.04878048780487805,0,0
85,60,0,0.43,0.0125,0,0
7,8,0,0.43,0.09836065573770492,0,0
15,8,0,0.43,0.08571428571428572,0,0
37,22,0,0.43,0.02631578947368421,0,0
7,12,0,0.43,0.0784313725490196,0,0
15,8,0,0.43,0.047619047619047616,0,0
22,19,0,0.43,0.05555555555555555,0,0
9,3,0,0.43,0.015625,0,0
11,8,0,0.43,0.046511627906976744,0,0
11,18,0,0.43,0.03333333333333333,0,0
15,7,0,0.43,0.06382978723404255,0,0
20,15,0,0.43,0.05,0,0
17,9,0,0.43,0.02702702702702703,0,0
7,3,0,0.43,0.08888888888888889,0,0
54,50,0,0.43,0.018518518518518517,0,0
23,11,0,0.43,0.037037037037037035,0,0
15,8,0,0.43,0.029850746268656716,0,0
65,51,0,0.43,0.21739130434782608,0,0
17,9,0,0.43,0.13636363636363635,0,0
1,16,0,0.43,0.06666666666666667,0,0
9,13,0,0.43,0.037383177570093455,0,0
6,8,0,0.43,0.09090909090909091,0,0
17,27,0,0.43,0.05128205128205128,0,0
47,33,0,0.43,0.06896551724137931,0,0
24,17,0,0.43,0.05263157894736842,0,0
11,6,0,0.43,0.018518518518518517,0,0
6,7,0,0.43,0.0425531914893617,0,0
60,66,0,0.43,0.06818181818181818,0,0
14,9,0,0.43,0.09090909090909091,0,0
45,37,0,0.43,0.052083333333333336,0,0
10,8,0,0.43,0.125,0,0
22,34,0,0.43,0.049019607843137254,0,0
3,12,0,0.43,0.05714285714285714,0,0
8,12,0,0.43,0.03508771929824561,0,0
15,18,0,0.43,0.03488372093023256,0,0
77,0,0,0.43,0.07746478873239436,0,0
10,5,0,0.43,0.06451612903225806,0,0
28,16,0,0.43,0.020618556701030927,0,0
6,4,0,0.43,0.02531645569620253,0,0
8,13,0,0.43,0.14893617021276595,0,0
3,0,0,0.43,0.06896551724137931,1,0
22,29,0,0.43,0.01639344262295082,0,0
11,11,0,0.43,0.03076923076923077,0,0
29,28,0,0.43,0.20833333333333334,1,0
10,10,0,0.43,0.125,0,0
21,33,0,0.43,0.028985507246376812,0,0
24,33,0,0.43,0.0375,0,0
20,13,0,0.43,0.08196721311475409,0,0
24,32,0,0.43,0.06944444444444445,0,0
5,12,0,0.43,0.05555555555555555,0,0
14,21,0,0.43,0.12121212121212122,0,0
21,14,0,0.43,0.1,0,0
18,24,0,0.43,0.06153846153846154,0,0
29,25,0,0.43,0.0851063829787234,0,0
24,21,0,0.43,0.12903225806451613,0,0
6,6,0,0.43,0.034482758620689655,0,0
38,28,0,0.43,0.08196721311475409,0,0
2,8,0,0.43,0.06349206349206349,0,0
7,9,0,0.43,0.08695652173913043,0,0
10,10,0,0.43,0.06060606060606061,0,0
10,11,0,0.43,0.05263157894736842,0,0
16,17,0,0.43,0.01904761904761905,0,0
16,20,0,0.43,0.02702702702702703,0,0
16,11,0,0.43,0.07894736842105263,0,0
17,17,0,0.43,0.018867924528301886,0,0
11,2,0,0.43,0.0625,0,0
15,11,0,0.43,0.031746031746031744,0,0
20,14,0,0.43,0.06666666666666667,0,0
15,14,0,0.43,0.07547169811320754,0,0
7,4,0,0.43,0.030303030303030304,0,0
26,28,0,0.43,0.046875,0,0
20,10,0,0.43,0.14035087719298245,1,0
12,17,0,0.43,0.019230769230769232,0,0
23,33,0,0.43,0.07142857142857142,0,0
8,8,0,0.43,0.06666666666666667,0,0
47,43,0,0.43,0.04081632653061224,0,0
35,35,0,0.43,0.06329113924050633,0,0
49,27,0,0.43,0.045454545454545456,0,0
7,4,0,0.43,0.07142857142857142,0,0
27,23,0,0.43,0.028985507246376812,0,0
25,31,0,0.43,0.037037037037037035,0,0
15,13,0,0.43,0.06666666666666667,0,0
10,6,0,0.43,0.09523809523809523,0,0
12,16,0,0.43,0.06666666666666667,0,0
6,6,0,0.43,0.024390243902439025,0,0
24,30,0,0.43,0.047619047619047616,0,0
36,26,0,0.43,0.04,0,0
24,19,0,0.43,0.024390243902439025,0,0
18,22,0,0.43,0.06818181818181818,0,0
33,39,0,0.43,0.025,0,0
3,15,0,0.43,0.03333333333333333,0,0
27,26,0,0.43,0.11428571428571428,0,0
2,3,0,0.43,0.0410958904109589,0,0
10,10,0,0.43,0.06896551724137931,0,0
